IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location
140353052,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Monday,04/28/2014,07:00,BAYVIEW,NONE,2300 Block of SILVER AV,-122.39729117553,37.7370306567365,"(37.7370306567365, -122.39729117553)"
140351169,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,04/28/2014,10:35,TENDERLOIN,PSYCHOPATHIC CASE,400 Block of TURK ST,-122.416220723736,37.7824845311603,"(37.7824845311603, -122.416220723736)"
140352866,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,04/28/2014,12:30,RICHMOND,NONE,600 Block of 6TH AV,-122.464111726971,37.7767054504579,"(37.7767054504579, -122.464111726971)"
140352753,VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,04/28/2014,07:30,MISSION,NONE,400 Block of VALENCIA ST,-122.421968211511,37.7653170376638,"(37.7653170376638, -122.421968211511)"
140351103,MISSING PERSON,FOUND PERSON,Monday,04/28/2014,08:31,RICHMOND,PSYCHOPATHIC CASE,3700 Block of CALIFORNIA ST,-122.455071300717,37.7862393407295,"(37.7862393407295, -122.455071300717)"
140351103,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,04/28/2014,08:31,RICHMOND,PSYCHOPATHIC CASE,3700 Block of CALIFORNIA ST,-122.455071300717,37.7862393407295,"(37.7862393407295, -122.455071300717)"
140352753,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,04/28/2014,07:30,MISSION,NONE,400 Block of VALENCIA ST,-122.421968211511,37.7653170376638,"(37.7653170376638, -122.421968211511)"
140354351,VEHICLE THEFT,STOLEN TRUCK,Monday,04/28/2014,09:00,BAYVIEW,NONE,HOLLISTER AV / INGALLS ST,-122.392420625062,37.7197409228551,"(37.7197409228551, -122.392420625062)"
140351056,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,04/28/2014,09:21,BAYVIEW,NONE,1600 Block of JENNINGS ST,-122.386043479313,37.7300188181398,"(37.7300188181398, -122.386043479313)"
140351034,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,04/28/2014,08:40,TENDERLOIN,PSYCHOPATHIC CASE,400 Block of ELLIS ST,-122.414120720351,37.7847309626991,"(37.7847309626991, -122.414120720351)"
140350995,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,04/28/2014,09:46,BAYVIEW,"ARREST, CITED",OAKDALE AV / SELBY ST,-122.399686082806,37.739901780585,"(37.739901780585, -122.399686082806)"
140351006,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,04/28/2014,09:46,NORTHERN,"ARREST, CITED",VANNESS AV / GROVE ST,-122.419884939457,37.7782510832411,"(37.7782510832411, -122.419884939457)"
140350882,VEHICLE THEFT,STOLEN TRUCK,Monday,04/28/2014,08:30,RICHMOND,NONE,1300 Block of BAKER ST,-122.442706198466,37.7831442608106,"(37.7831442608106, -122.442706198466)"
140350939,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,04/28/2014,08:40,NORTHERN,"ARREST, BOOKED",SUTTER ST / POLK ST,-122.420120319204,37.7877570602411,"(37.7877570602411, -122.420120319204)"
140350917,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,04/28/2014,05:38,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403742962696,37.7752316978114,"(37.7752316978114, -122.403742962696)"
140350901,NON-CRIMINAL,FOUND PROPERTY,Monday,04/28/2014,08:30,SOUTHERN,"ARREST, CITED",7TH ST / MARKET ST,-122.412515341356,37.7804777480508,"(37.7804777480508, -122.412515341356)"
140350901,OTHER OFFENSES,PEDDLING WITHOUT A LICENSE,Monday,04/28/2014,08:30,SOUTHERN,"ARREST, CITED",7TH ST / MARKET ST,-122.412515341356,37.7804777480508,"(37.7804777480508, -122.412515341356)"
140350898,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,04/28/2014,06:40,RICHMOND,NONE,0 Block of BALBOA ST,-122.458624201601,37.7773684431845,"(37.7773684431845, -122.458624201601)"
140350876,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,04/28/2014,07:27,BAYVIEW,"ARREST, BOOKED",NEWHALL ST / QUESADA AV,-122.393340760404,37.7344139325108,"(37.7344139325108, -122.393340760404)"
140350876,DRUG/NARCOTIC,POSSESSION OF COCAINE,Monday,04/28/2014,07:27,BAYVIEW,"ARREST, BOOKED",NEWHALL ST / QUESADA AV,-122.393340760404,37.7344139325108,"(37.7344139325108, -122.393340760404)"
140350860,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,04/28/2014,08:34,TARAVAL,"ARREST, CITED",JUDAH ST / 20TH AV,-122.478062746383,37.7616508667173,"(37.7616508667173, -122.478062746383)"
140350832,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,04/28/2014,08:15,NORTHERN,NONE,2000 Block of VANNESS AV,-122.423136947904,37.7941518395388,"(37.7941518395388, -122.423136947904)"
140350832,ASSAULT,BATTERY,Monday,04/28/2014,08:15,NORTHERN,NONE,2000 Block of VANNESS AV,-122.423136947904,37.7941518395388,"(37.7941518395388, -122.423136947904)"
140350810,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,04/28/2014,08:20,PARK,"ARREST, BOOKED",FULTON ST / CENTRAL AV,-122.444782539661,37.7760162801082,"(37.7760162801082, -122.444782539661)"
140350600,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,04/28/2014,04:00,MISSION,NONE,2900 Block of 16TH ST,-122.419267807919,37.7651085752545,"(37.7651085752545, -122.419267807919)"
140352026,FORGERY/COUNTERFEITING,"MONEY, CHANGING FACE AMOUNT",Monday,04/28/2014,09:10,NORTHERN,NONE,100 Block of FRANKLIN ST,-122.421041215727,37.7758389516815,"(37.7758389516815, -122.421041215727)"
140352026,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,04/28/2014,09:10,NORTHERN,NONE,100 Block of FRANKLIN ST,-122.421041215727,37.7758389516815,"(37.7758389516815, -122.421041215727)"
140350810,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,04/28/2014,08:20,PARK,"ARREST, BOOKED",FULTON ST / CENTRAL AV,-122.444782539661,37.7760162801082,"(37.7760162801082, -122.444782539661)"
140350810,OTHER OFFENSES,RESISTING ARREST,Monday,04/28/2014,08:20,PARK,"ARREST, BOOKED",FULTON ST / CENTRAL AV,-122.444782539661,37.7760162801082,"(37.7760162801082, -122.444782539661)"
140350804,OTHER OFFENSES,CONSPIRACY,Monday,04/28/2014,08:03,SOUTHERN,"ARREST, BOOKED",5TH ST / MARKET ST,-122.408068345148,37.7839916768161,"(37.7839916768161, -122.408068345148)"
140350597,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,04/28/2014,03:43,PARK,"ARREST, BOOKED",BEAVER ST / DEFOREST WY,-122.436561678871,37.7649386511614,"(37.7649386511614, -122.436561678871)"
140350785,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,04/28/2014,08:07,BAYVIEW,"ARREST, CITED",OAKDALE AV / TOLAND ST,-122.401556880465,37.7409621320066,"(37.7409621320066, -122.401556880465)"
140350763,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,04/28/2014,07:55,BAYVIEW,"ARREST, CITED",OAKDALE AV / INDUSTRIAL ST,-122.399686082806,37.739901780585,"(37.739901780585, -122.399686082806)"
140350547,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Monday,04/28/2014,03:20,SOUTHERN,"ARREST, BOOKED",300 Block of 1ST ST,-122.394272675498,37.7869738373314,"(37.7869738373314, -122.394272675498)"
140350707,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,04/28/2014,07:19,BAYVIEW,"ARREST, CITED",OAKDALE AV / TOLAND ST,-122.401556880465,37.7409621320066,"(37.7409621320066, -122.401556880465)"
140350694,ARSON,ARSON OF A COMMERCIAL BUILDING,Monday,04/28/2014,06:45,CENTRAL,NONE,800 Block of HYDE ST,-122.416900027941,37.7883164171536,"(37.7883164171536, -122.416900027941)"
140350644,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,04/28/2014,06:30,MISSION,"ARREST, CITED",13TH ST / SOUTH VAN NESS AV,-122.417756708592,37.7698142360086,"(37.7698142360086, -122.417756708592)"
140350638,NON-CRIMINAL,FOUND PROPERTY,Monday,04/28/2014,06:04,TENDERLOIN,NONE,100 Block of EDDY ST,-122.410416396424,37.7842420783446,"(37.7842420783446, -122.410416396424)"
140350616,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,04/28/2014,05:40,PARK,"ARREST, CITED",KEZAR DR / MARTIN LUTHER KING JR DR,-122.458638758608,37.7671999403456,"(37.7671999403456, -122.458638758608)"
140350616,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Monday,04/28/2014,05:40,PARK,"ARREST, CITED",KEZAR DR / MARTIN LUTHER KING JR DR,-122.458638758608,37.7671999403456,"(37.7671999403456, -122.458638758608)"
140350553,ROBBERY,ATTEMPTED ROBBERY ON THE STREET W/DEADLY WEAPON,Monday,04/28/2014,03:40,TENDERLOIN,NONE,400 Block of TURK ST,-122.416027992944,37.7825089972656,"(37.7825089972656, -122.416027992944)"
140350478,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,04/28/2014,01:30,BAYVIEW,NONE,100 Block of KISKA RD,-122.375818177832,37.7301116143252,"(37.7301116143252, -122.375818177832)"
140350462,ROBBERY,"ROBBERY, ARMED WITH A GUN",Monday,04/28/2014,00:45,CENTRAL,NONE,JACKSON ST / TRENTON ST,-122.409079393284,37.7957210642173,"(37.7957210642173, -122.409079393284)"
140350525,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Monday,04/28/2014,02:15,MISSION,NONE,MISSION ST / 19TH ST,-122.419208249507,37.7602340753605,"(37.7602340753605, -122.419208249507)"
140350440,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Monday,04/28/2014,00:43,CENTRAL,NONE,800 Block of WASHINGTON ST,-122.407314283407,37.7951474181674,"(37.7951474181674, -122.407314283407)"
140350434,ASSAULT,INFLICT INJURY ON COHABITEE,Monday,04/28/2014,00:10,CENTRAL,"ARREST, BOOKED",900 Block of MASON ST,-122.410876077462,37.7923221472277,"(37.7923221472277, -122.410876077462)"
140350434,ROBBERY,"ROBBERY, BODILY FORCE",Monday,04/28/2014,00:10,CENTRAL,"ARREST, BOOKED",900 Block of MASON ST,-122.410876077462,37.7923221472277,"(37.7923221472277, -122.410876077462)"
140350519,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Monday,04/28/2014,01:51,SOUTHERN,NONE,0 Block of BRYANT ST,-122.388032348862,37.7871314296651,"(37.7871314296651, -122.388032348862)"
140350503,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Monday,04/28/2014,01:52,SOUTHERN,NONE,400 Block of SPEAR ST,-122.388942001487,37.7883981761794,"(37.7883981761794, -122.388942001487)"
140350490,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,04/28/2014,01:45,SOUTHERN,NONE,400 Block of SPEAR ST,-122.389052883725,37.7883784161736,"(37.7883784161736, -122.389052883725)"
140350428,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,04/28/2014,00:38,BAYVIEW,"ARREST, CITED",NEWHALL ST / OAKDALE AV,-122.392217325531,37.7356625997558,"(37.7356625997558, -122.392217325531)"
140350406,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,04/28/2014,00:25,SOUTHERN,"ARREST, CITED",5TH ST / MINNA ST,-122.405934320038,37.782295644598,"(37.782295644598, -122.405934320038)"
140352082,ASSAULT,THREATS AGAINST LIFE,Monday,04/28/2014,15:20,BAYVIEW,NONE,300 Block of GIRARD ST,-122.404879105747,37.7279530277368,"(37.7279530277368, -122.404879105747)"
146084130,NON-CRIMINAL,LOST PROPERTY,Monday,04/28/2014,16:30,TENDERLOIN,NONE,TURK ST / JONES ST,-122.412414263581,37.7830037964534,"(37.7830037964534, -122.412414263581)"
146083734,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,04/28/2014,23:30,CENTRAL,NONE,POST ST / STOCKTON ST,-122.406775392392,37.7884982866147,"(37.7884982866147, -122.406775392392)"
146083728,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,04/28/2014,11:35,CENTRAL,NONE,700 Block of KEARNY ST,-122.404893830224,37.794715655728,"(37.794715655728, -122.404893830224)"
146083411,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,04/28/2014,01:05,NORTHERN,NONE,OCTAVIA ST / PAGE ST,-122.42405956423,37.7738758568682,"(37.7738758568682, -122.42405956423)"
146083239,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,04/28/2014,00:01,NORTHERN,NONE,1300 Block of GOUGH ST,-122.424798704735,37.7861033823976,"(37.7861033823976, -122.424798704735)"
140348984,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,04/27/2014,13:30,CENTRAL,NONE,1300 Block of GRANT AV,-122.407309852456,37.799059701557,"(37.799059701557, -122.407309852456)"
140354317,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,04/27/2014,00:30,NORTHERN,NONE,1300 Block of POLK ST,-122.420472549268,37.7892953217675,"(37.7892953217675, -122.420472549268)"
140354260,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,04/27/2014,23:00,NORTHERN,NONE,3200 Block of FILLMORE ST,-122.435913289244,37.7989532192156,"(37.7989532192156, -122.435913289244)"
140355177,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,04/27/2014,15:00,PARK,NONE,ASHBURY ST / FREDERICK ST,-122.446368892548,37.7672191396641,"(37.7672191396641, -122.446368892548)"
140354179,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,04/27/2014,22:20,BAYVIEW,NONE,3RD ST / CARROLL AV,-122.394243989326,37.7254774122474,"(37.7254774122474, -122.394243989326)"
140353228,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Sunday,04/27/2014,11:00,SOUTHERN,NONE,100 Block of KING ST,-122.391270220379,37.7787219935082,"(37.7787219935082, -122.391270220379)"
140348865,WARRANTS,WARRANT ARREST,Sunday,04/27/2014,13:01,MISSION,"ARREST, BOOKED",16TH ST / POTRERO AV,-122.407538332319,37.7657827544276,"(37.7657827544276, -122.407538332319)"
140353676,MISSING PERSON,FOUND PERSON,Sunday,04/27/2014,23:55,NORTHERN,LOCATED,500 Block of OCTAVIA ST,-122.424598031866,37.7767585784553,"(37.7767585784553, -122.424598031866)"
140353676,MISSING PERSON,MISSING ADULT,Sunday,04/27/2014,23:55,NORTHERN,LOCATED,500 Block of OCTAVIA ST,-122.424598031866,37.7767585784553,"(37.7767585784553, -122.424598031866)"
140349192,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,04/27/2014,13:00,INGLESIDE,NONE,1800 Block of SUNNYDALE AV,-122.420607692716,37.713161450388,"(37.713161450388, -122.420607692716)"
140351476,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,04/27/2014,20:00,NORTHERN,UNFOUNDED,HAIGHT ST / OCTAVIA ST,-122.423869271697,37.7729422630978,"(37.7729422630978, -122.423869271697)"
140353541,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,04/27/2014,15:00,RICHMOND,NONE,2200 Block of GOLDEN GATE AV,-122.448357656682,37.7775084598128,"(37.7775084598128, -122.448357656682)"
140351238,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,04/27/2014,19:30,BAYVIEW,NONE,0 Block of BASS CR,-122.384666977652,37.7336533042565,"(37.7336533042565, -122.384666977652)"
140351012,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,04/27/2014,20:00,INGLESIDE,NONE,100 Block of AVALON AV,-122.431363177682,37.7272448103539,"(37.7272448103539, -122.431363177682)"
140353319,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,04/27/2014,21:41,BAYVIEW,NONE,4400 Block of 3RD ST,-122.389575050018,37.737586862263,"(37.737586862263, -122.389575050018)"
140350973,VEHICLE THEFT,STOLEN TRUCK,Sunday,04/27/2014,23:00,TENDERLOIN,NONE,100 Block of TURK ST,-122.411308668801,37.7831114692142,"(37.7831114692142, -122.411308668801)"
140353159,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,04/27/2014,19:00,TARAVAL,NONE,2300 Block of 17TH AV,-122.473692536062,37.7445378682422,"(37.7445378682422, -122.473692536062)"
140353030,ASSAULT,BATTERY,Sunday,04/27/2014,19:10,RICHMOND,NONE,3900 Block of CABRILLO ST,-122.500715361266,37.7737938477016,"(37.7737938477016, -122.500715361266)"
140350735,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,04/27/2014,22:00,CENTRAL,NONE,BUSH ST / LEAVENWORTH ST,-122.415373701241,37.7893203404507,"(37.7893203404507, -122.415373701241)"
140352844,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Sunday,04/27/2014,00:30,NORTHERN,NONE,FELL ST / GOUGH ST,-122.422791331024,37.7759512442749,"(37.7759512442749, -122.422791331024)"
140352838,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,04/27/2014,19:00,CENTRAL,NONE,900 Block of GRANT AV,-122.40655838947,37.7953268566732,"(37.7953268566732, -122.40655838947)"
140350729,VEHICLE THEFT,STOLEN TRUCK,Sunday,04/27/2014,21:30,TARAVAL,NONE,1600 Block of GREAT HY,-122.508797006979,37.7560468745059,"(37.7560468745059, -122.508797006979)"
140350688,VEHICLE THEFT,STOLEN TRUCK,Sunday,04/27/2014,17:00,SOUTHERN,NONE,COLINPKELLYJR ST / BRANNAN ST,-122.391312158302,37.7824542058193,"(37.7824542058193, -122.391312158302)"
140350650,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,04/27/2014,20:40,INGLESIDE,NONE,NORTON ST / MISSION ST,-122.434870543645,37.724589160901,"(37.724589160901, -122.434870543645)"
140350581,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,04/27/2014,21:00,PARK,NONE,0 Block of PARKHILL AV,-122.439367792244,37.7667552144225,"(37.7667552144225, -122.439367792244)"
140350359,OTHER OFFENSES,OPEN CONTAINER OF ALCOHOL IN VEHICLE,Sunday,04/27/2014,23:08,NORTHERN,"ARREST, BOOKED",MARKET ST / CHURCH ST,-122.428950032727,37.7675027326801,"(37.7675027326801, -122.428950032727)"
140350359,OTHER OFFENSES,RECKLESS DRIVING,Sunday,04/27/2014,23:08,NORTHERN,"ARREST, BOOKED",MARKET ST / CHURCH ST,-122.428950032727,37.7675027326801,"(37.7675027326801, -122.428950032727)"
140352480,ROBBERY,"ROBBERY, BODILY FORCE",Sunday,04/27/2014,23:15,BAYVIEW,NONE,BLANKEN AV / EXECUTIVEPARK BL,-122.394788694846,37.7110308022434,"(37.7110308022434, -122.394788694846)"
140350359,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,04/27/2014,23:08,NORTHERN,"ARREST, BOOKED",MARKET ST / CHURCH ST,-122.428950032727,37.7675027326801,"(37.7675027326801, -122.428950032727)"
140350359,WARRANTS,WARRANT ARREST,Sunday,04/27/2014,23:08,NORTHERN,"ARREST, BOOKED",MARKET ST / CHURCH ST,-122.428950032727,37.7675027326801,"(37.7675027326801, -122.428950032727)"
140348978,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,04/27/2014,13:36,NORTHERN,"ARREST, CITED",OLIVE ST / POLK ST,-122.419458073153,37.7844990197997,"(37.7844990197997, -122.419458073153)"
140349249,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,04/27/2014,14:48,PARK,NONE,1500 Block of HAIGHT ST,-122.448072142147,37.7698957950756,"(37.7698957950756, -122.448072142147)"
140350343,OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,04/27/2014,23:30,NORTHERN,"ARREST, CITED",GEARY BL / VANNESS AV,-122.421395819115,37.7856843389472,"(37.7856843389472, -122.421395819115)"
140352270,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,04/27/2014,16:00,BAYVIEW,NONE,1400 Block of LASALLE AV,-122.385921815523,37.7344353036255,"(37.7344353036255, -122.385921815523)"
140348150,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Sunday,04/27/2014,03:40,MISSION,"ARREST, CITED",25TH ST / VICKSBURG ST,-122.42838916539,37.7500304533564,"(37.7500304533564, -122.42838916539)"
140350337,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,04/27/2014,23:20,SOUTHERN,"ARREST, CITED",6TH ST / MISSION ST,-122.408710606663,37.7809706722053,"(37.7809706722053, -122.408710606663)"
140352117,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Sunday,04/27/2014,21:30,TARAVAL,NONE,400 Block of SERRANO DR,-122.481544319199,37.7190923471462,"(37.7190923471462, -122.481544319199)"
140350321,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,04/27/2014,09:00,NORTHERN,NONE,100 Block of FRANKLIN ST,-122.421097373443,37.7756955041039,"(37.7756955041039, -122.421097373443)"
140350309,WARRANTS,WARRANT ARREST,Sunday,04/27/2014,22:32,NORTHERN,"ARREST, BOOKED",WEBSTER ST / POST ST,-122.431369772433,37.7853730435472,"(37.7853730435472, -122.431369772433)"
140350280,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,04/27/2014,18:30,SOUTHERN,NONE,1000 Block of MISSION ST,-122.409171543628,37.7806541998122,"(37.7806541998122, -122.409171543628)"
140351965,NON-CRIMINAL,FOUND PROPERTY,Sunday,04/27/2014,17:00,CENTRAL,NONE,CALIFORNIA ST / MONTGOMERY ST,-122.402771438385,37.7928508774587,"(37.7928508774587, -122.402771438385)"
140349261,NON-CRIMINAL,LOST PROPERTY,Sunday,04/27/2014,15:00,SOUTHERN,NONE,800 Block of MARKET ST,-122.406659517434,37.7850491022697,"(37.7850491022697, -122.406659517434)"
140349277,OTHER OFFENSES,RESISTING ARREST,Sunday,04/27/2014,15:29,TARAVAL,"ARREST, CITED",1700 Block of 30TH AV,-122.492568399952,37.7544479515147,"(37.7544479515147, -122.492568399952)"
140349534,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,04/27/2014,08:35,SOUTHERN,NONE,MARKET ST / 6TH ST,-122.41029351969,37.7822305870036,"(37.7822305870036, -122.41029351969)"
140349653,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,04/27/2014,17:56,MISSION,"ARREST, CITED",16TH ST / MISSION ST,-122.419671780296,37.7650501214668,"(37.7650501214668, -122.419671780296)"
140351567,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Sunday,04/27/2014,16:00,SOUTHERN,NONE,600 Block of 5TH ST,-122.397771079509,37.7758296070638,"(37.7758296070638, -122.397771079509)"
146082491,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,04/27/2014,15:00,NORTHERN,NONE,1800 Block of BUSH ST,-122.427937134428,37.7876912544392,"(37.7876912544392, -122.427937134428)"
140349017,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,04/27/2014,09:00,INGLESIDE,NONE,100 Block of COTTER ST,-122.435266480791,37.7284776204874,"(37.7284776204874, -122.435266480791)"
140349368,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,04/27/2014,15:55,SOUTHERN,"ARREST, BOOKED",700 Block of MARKET ST,-122.404887212032,37.7865414238455,"(37.7865414238455, -122.404887212032)"
140349879,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,04/27/2014,19:05,BAYVIEW,NONE,600 Block of KEITH ST,-122.38368774534,37.7374760625948,"(37.7374760625948, -122.38368774534)"
140348138,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,04/27/2014,03:50,SOUTHERN,NONE,0 Block of MINT ST,-122.407733085002,37.7825915633216,"(37.7825915633216, -122.407733085002)"
140351404,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,04/27/2014,09:30,MISSION,NONE,19TH ST / GUERRERO ST,-122.423643957485,37.7599667312465,"(37.7599667312465, -122.423643957485)"
140348122,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Sunday,04/27/2014,02:55,PARK,"ARREST, CITED",200 Block of MASONIC AV,-122.447143137425,37.7789123286138,"(37.7789123286138, -122.447143137425)"
140348081,TRESPASS,TRESPASSING,Sunday,04/27/2014,02:50,TENDERLOIN,"ARREST, BOOKED",300 Block of OFARRELL ST,-122.410225059558,37.7861020865174,"(37.7861020865174, -122.410225059558)"
140351313,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, ATT. FORCIBLE",Sunday,04/27/2014,21:15,TARAVAL,NONE,1400 Block of OCEAN AV,-122.457619161293,37.7241609573971,"(37.7241609573971, -122.457619161293)"
146083881,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,04/27/2014,10:45,MISSION,NONE,GUERRERO ST / 22ND ST,-122.423180698496,37.7551699169055,"(37.7551699169055, -122.423180698496)"
140349045,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,04/27/2014,13:00,NORTHERN,NONE,CHESTNUT ST / PIERCE ST,-122.439504944797,37.8004024933613,"(37.8004024933613, -122.439504944797)"
140351222,OTHER OFFENSES,HARASSING PHONE CALLS,Sunday,04/27/2014,19:25,MISSION,NONE,1000 Block of POTRERO AV,-122.40668443612,37.7552191027037,"(37.7552191027037, -122.40668443612)"
140351175,NON-CRIMINAL,LOST PROPERTY,Sunday,04/27/2014,20:30,TARAVAL,NONE,1200 Block of 19TH AV,-122.466432741306,37.7651838958734,"(37.7651838958734, -122.466432741306)"
140350199,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,04/27/2014,22:15,CENTRAL,"ARREST, CITED",POWELL ST / SUTTER ST,-122.408597386677,37.789224205873,"(37.789224205873, -122.408597386677)"
140349089,ASSAULT,INFLICT INJURY ON COHABITEE,Sunday,04/27/2014,14:03,BAYVIEW,NONE,100 Block of KISKA RD,-122.376995822322,37.730088873386,"(37.730088873386, -122.376995822322)"
140348081,OTHER OFFENSES,RESISTING ARREST,Sunday,04/27/2014,02:50,TENDERLOIN,"ARREST, BOOKED",300 Block of OFARRELL ST,-122.410225059558,37.7861020865174,"(37.7861020865174, -122.410225059558)"
140349089,KIDNAPPING,FALSE IMPRISONMENT,Sunday,04/27/2014,14:03,BAYVIEW,NONE,100 Block of KISKA RD,-122.376995822322,37.730088873386,"(37.730088873386, -122.376995822322)"
140350989,ASSAULT,STALKING,Sunday,04/27/2014,21:18,NORTHERN,NONE,2000 Block of WASHINGTON ST,-122.427495397059,37.7924983460943,"(37.7924983460943, -122.427495397059)"
146082429,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,04/27/2014,20:00,RICHMOND,NONE,3800 Block of CALIFORNIA ST,-122.457983680855,37.7859441260519,"(37.7859441260519, -122.457983680855)"
